#node	clock_length	mutation_length	rate	fold_change
NODE447	6.513e-07	4.298e-07	8.791e-09	1.00
GCA_000325265.1_ASM32526v1_genomic	1.307e-07	9.892e-22	8.791e-09	1.00
GCA_000325285.1_ASM32528v1_genomic	1.307e-07	2.149e-07	8.791e-09	1.00
NODE450	5.320e-06	2.579e-06	8.791e-09	1.00
NODE451	3.938e-06	2.364e-06	8.791e-09	1.00
GCA_003074315.1_ASM307431v1_genomic	2.637e-08	9.959e-22	8.791e-09	1.00
GCA_009295945.1_ASM929594v1_genomic	-1.000e-12	9.960e-22	8.791e-09	1.00
NODE454	2.172e-06	1.934e-06	8.791e-09	1.00
GCA_000325225.1_ASM32522v1_genomic	1.925e-06	4.298e-07	8.791e-09	1.00
NODE456	6.931e-07	1.289e-06	8.791e-09	1.00
NODE457	1.012e-06	1.504e-06	8.791e-09	1.00
GCA_003086015.1_ASM308601v1_genomic	3.077e-07	4.299e-07	8.791e-09	1.00
GCA_009363195.1_ASM936319v1_genomic	-1.000e-12	9.834e-22	8.791e-09	1.00
NODE460	6.191e-07	8.596e-07	8.791e-09	1.00
GCA_003074235.1_ASM307423v1_genomic	4.896e-07	8.596e-07	8.791e-09	1.00
NODE462	7.006e-07	4.298e-07	8.791e-09	1.00
GCA_003085915.1_ASM308591v1_genomic	1.758e-08	9.810e-22	8.791e-09	1.00
GCA_003074155.1_ASM307415v1_genomic	2.637e-08	9.814e-22	8.791e-09	1.00
GCA_003074255.1_ASM307425v1_genomic	-1.000e-12	1.273e-22	8.791e-09	1.00
GCA_003074195.1_ASM307419v1_genomic	2.637e-08	9.790e-22	8.791e-09	1.00
GCA_003074215.1_ASM307421v1_genomic	2.637e-08	9.799e-22	8.791e-09	1.00
NODE472	1.483e-06	4.730e-06	8.791e-09	1.00
NODE473	2.164e-06	3.009e-06	8.791e-09	1.00
NODE474	4.231e-06	1.505e-06	8.791e-09	1.00
GCA_000320445.1_ASM32044v1_genomic	2.352e-06	2.149e-07	8.791e-09	1.00
NODE475	2.281e-06	1.289e-06	8.791e-09	1.00
GCA_000323345.1_ASM32334v1_genomic	-1.000e-12	9.763e-22	8.791e-09	1.00
GCA_000324125.1_ASM32412v1_genomic	-1.000e-12	9.681e-22	8.791e-09	1.00
NODE481	2.043e-06	1.719e-06	8.791e-09	1.00
GCA_000324885.1_ASM32488v1_genomic	2.385e-07	9.660e-22	8.791e-09	1.00
NODE483	2.385e-07	4.298e-07	8.791e-09	1.00
GCA_000324145.1_ASM32414v1_genomic	1.758e-08	9.672e-22	8.791e-09	1.00
GCA_000324905.1_ASM32490v1_genomic	-1.000e-12	9.614e-22	8.791e-09	1.00
NODE486	2.221e-07	4.298e-07	8.791e-09	1.00
GCA_000323325.1_ASM32332v1_genomic	2.006e-06	9.762e-22	8.791e-09	1.00
GCA_000323305.1_ASM32330v1_genomic	1.813e-06	2.149e-07	8.791e-09	1.00
NODE490	1.686e-07	6.447e-07	8.791e-09	1.00
GCA_000475135.2_YPS03_v2_genomic	1.943e-06	4.734e-06	8.791e-09	1.00
NODE492	1.304e-06	3.224e-06	8.791e-09	1.00
GCA_000182485.1_ASM18248v1_genomic	3.316e-07	9.573e-22	8.791e-09	1.00
GCA_002005285.1_ASM200528v1_genomic	1.822e-07	6.447e-07	8.791e-09	1.00
NODE495	7.519e-07	1.505e-06	8.791e-09	1.00
NODE496	2.793e-06	1.075e-06	8.791e-09	1.00
NODE497	2.626e-06	2.364e-06	8.791e-09	1.00
GCA_000324505.1_ASM32450v1_genomic	1.217e-07	9.596e-22	8.791e-09	1.00
GCA_000324545.1_ASM32454v1_genomic	1.129e-07	2.149e-07	8.791e-09	1.00
NODE500	2.625e-06	1.289e-06	8.791e-09	1.00
GCA_000324565.1_ASM32456v1_genomic	-1.000e-12	9.656e-22	8.791e-09	1.00
GCA_000324585.1_ASM32458v1_genomic	2.813e-07	9.997e-22	8.791e-09	1.00
NODE503	2.396e-07	6.447e-07	8.791e-09	1.00
GCA_000324305.1_ASM32430v1_genomic	5.195e-06	4.298e-07	8.791e-09	1.00
NODE505	1.166e-07	4.298e-07	8.791e-09	1.00
NODE506	4.662e-06	1.504e-06	8.791e-09	1.00
GCA_000323925.1_ASM32392v1_genomic	7.422e-07	9.573e-22	8.791e-09	1.00
GCA_000323905.1_ASM32390v1_genomic	6.807e-07	9.693e-22	8.791e-09	1.00
GCA_000324245.1_ASM32424v1_genomic	3.730e-07	4.298e-07	8.791e-09	1.00
GCA_000324265.1_ASM32426v1_genomic	3.994e-07	8.596e-07	8.791e-09	1.00
NODE513	4.921e-08	2.149e-07	8.791e-09	1.00
GCA_002188835.1_ASM218883v1_genomic	5.240e-06	1.033e-05	8.791e-09	1.00
GCA_000324965.1_ASM32496v1_genomic	5.029e-06	2.149e-07	8.791e-09	1.00
NODE518	5.003e-06	1.720e-06	8.791e-09	1.00
GCA_000323465.1_ASM32346v1_genomic	-1.000e-12	9.716e-22	8.791e-09	1.00
GCA_000323585.1_ASM32358v1_genomic	7.912e-08	9.763e-22	8.791e-09	1.00
NODE521	4.195e-08	2.149e-07	8.791e-09	1.00
GCA_001601285.1_ASM160128v1_genomic	5.084e-06	9.638e-22	8.791e-09	1.00
NODE523	4.754e-06	2.954e-05	8.791e-09	1.00
GCA_000834275.1_ASM83427v1_genomic	6.695e-08	4.298e-07	8.791e-09	1.00
GCA_000834885.1_ASM83488v1_genomic	6.648e-07	4.298e-07	8.791e-09	1.00
NODE526	1.690e-06	4.732e-06	8.791e-09	1.00
NODE527	5.938e-06	8.605e-06	8.791e-09	1.00
GCA_003074275.1_ASM307427v1_genomic	9.600e-07	2.149e-06	8.791e-09	1.00
GCA_008630435.1_ASM863043v1_genomic	1.048e-06	9.308e-22	8.791e-09	1.00
GCA_009295985.1_ASM929598v1_genomic	1.083e-06	9.316e-22	8.791e-09	1.00
NODE530	1.927e-07	4.298e-07	8.791e-09	1.00
GCA_006376575.1_ASM637657v1_genomic	6.354e-07	9.120e-22	8.791e-09	1.00
GCA_008630375.1_ASM863037v1_genomic	7.321e-07	2.364e-06	8.791e-09	1.00
NODE536	4.686e-07	1.075e-06	8.791e-09	1.00
NODE537	2.579e-06	6.447e-07	8.791e-09	1.00
NODE538	3.385e-06	1.934e-06	8.791e-09	1.00
GCA_000324025.1_ASM32402v1_genomic	2.724e-07	2.149e-07	8.791e-09	1.00
GCA_000325105.1_ASM32510v1_genomic	2.636e-07	9.572e-22	8.791e-09	1.00
NODE542	2.395e-07	4.298e-07	8.791e-09	1.00
GCA_000325005.1_ASM32500v1_genomic	7.685e-08	9.662e-22	8.791e-09	1.00
GCA_000325125.1_ASM32512v1_genomic	1.560e-07	4.298e-07	8.791e-09	1.00
NODE545	2.474e-06	1.505e-06	8.791e-09	1.00
GCA_000324945.1_ASM32494v1_genomic	1.131e-06	2.149e-07	8.791e-09	1.00
NODE547	1.251e-07	2.149e-07	8.791e-09	1.00
NODE548	8.528e-07	4.298e-07	8.791e-09	1.00
GCA_000324445.1_ASM32444v1_genomic	2.583e-07	9.633e-22	8.791e-09	1.00
GCA_000324485.1_ASM32448v1_genomic	1.440e-07	2.149e-07	8.791e-09	1.00
NODE552	1.031e-06	1.719e-06	8.791e-09	1.00
GCA_000324605.1_ASM32460v1_genomic	7.986e-08	2.149e-07	8.791e-09	1.00
GCA_000325025.1_ASM32502v1_genomic	7.986e-08	9.533e-22	8.791e-09	1.00
NODE555	4.417e-07	6.447e-07	8.791e-09	1.00
GCA_000325085.1_ASM32508v1_genomic	9.420e-07	4.298e-07	8.791e-09	1.00
NODE557	4.414e-07	8.596e-07	8.791e-09	1.00
NODE558	1.489e-07	2.149e-07	8.791e-09	1.00
GCA_000323945.1_ASM32394v1_genomic	3.692e-07	9.635e-22	8.791e-09	1.00
GCA_000324005.1_ASM32400v1_genomic	-1.000e-12	9.502e-22	8.791e-09	1.00
NODE561	1.413e-07	2.149e-07	8.791e-09	1.00
GCA_000325065.1_ASM32506v1_genomic	2.977e-07	9.558e-22	8.791e-09	1.00
NODE563	1.744e-07	4.298e-07	8.791e-09	1.00
GCA_000325045.1_ASM32504v1_genomic	9.693e-08	4.298e-07	8.791e-09	1.00
GCA_000325325.1_ASM32532v1_genomic	2.288e-07	9.583e-22	8.791e-09	1.00
GCA_000325345.1_ASM32534v1_genomic	2.288e-07	9.588e-22	8.791e-09	1.00
NODE568	2.143e-07	6.447e-07	8.791e-09	1.00
NODE569	5.029e-06	1.075e-06	8.791e-09	1.00
NODE570	8.470e-07	2.149e-07	8.791e-09	1.00
GCA_000323645.1_ASM32364v1_genomic	3.481e-07	4.298e-07	8.791e-09	1.00
GCA_000324985.1_ASM32498v1_genomic	3.481e-07	9.721e-22	8.791e-09	1.00
NODE573	8.724e-07	6.447e-07	8.791e-09	1.00
GCA_000169655.1_ASM16965v1_genomic	1.997e-07	9.659e-22	8.791e-09	1.00
NODE575	1.217e-07	2.149e-07	8.791e-09	1.00
GCA_000323565.1_ASM32356v1_genomic	7.795e-08	2.149e-07	8.791e-09	1.00
GCA_000323725.1_ASM32372v1_genomic	7.795e-08	9.848e-22	8.791e-09	1.00
NODE578	8.952e-07	3.870e-06	8.791e-09	1.00
NODE579	4.292e-07	1.504e-06	8.791e-09	1.00
GCA_003086095.1_ASM308609v1_genomic	4.952e-06	9.249e-22	8.791e-09	1.00
NODE582	3.912e-06	1.289e-06	8.791e-09	1.00
GCA_001617735.1_Yersinia_pestis_M-1763_genomic	1.120e-06	9.197e-22	8.791e-09	1.00
NODE584	6.462e-07	8.601e-07	8.791e-09	1.00
GCA_001613895.1_ASM161389v1_genomic	3.682e-07	8.596e-07	8.791e-09	1.00
GCA_003074295.1_ASM307429v1_genomic	1.660e-07	9.181e-22	8.791e-09	1.00
NODE587	1.197e-07	6.447e-07	8.791e-09	1.00
NODE588	7.380e-07	5.164e-06	8.791e-09	1.00
GCA_002412305.1_Y.pestis_A-1809_genomic	3.980e-06	6.889e-06	8.791e-09	1.00
NODE590	1.588e-06	9.696e-06	8.791e-09	1.00
GCA_003086075.1_ASM308607v1_genomic	2.419e-06	1.358e-05	8.791e-09	1.00
GCA_003086115.1_ASM308611v1_genomic	2.463e-06	4.085e-06	8.791e-09	1.00
NODE593	4.733e-06	4.298e-07	8.791e-09	1.00
GCA_000323245.1_ASM32324v1_genomic	2.138e-07	1.293e-22	8.791e-09	1.00
NODE601	2.050e-07	2.149e-07	8.791e-09	1.00
GCA_000323205.1_ASM32320v1_genomic	-1.000e-12	9.276e-22	8.791e-09	1.00
GCA_000323225.1_ASM32322v1_genomic	-1.000e-12	9.231e-22	8.791e-09	1.00
NODE594	2.050e-07	2.149e-07	8.791e-09	1.00
GCA_000275685.1_ASM27568v1_genomic	-1.000e-12	9.260e-22	8.791e-09	1.00
GCA_004023585.1_ASM402358v1_genomic	-1.000e-12	9.264e-22	8.791e-09	1.00
GCA_004023595.1_ASM402359v1_genomic	-1.000e-12	9.293e-22	8.791e-09	1.00
NODE604	8.291e-07	1.290e-06	8.791e-09	1.00
NODE605	5.881e-07	1.505e-06	8.791e-09	1.00
NODE618	3.487e-06	2.149e-07	8.791e-09	1.00
IP557	2.133e-07	2.149e-07	8.791e-09	1.00
IP562	7.266e-08	9.319e-22	8.791e-09	1.00
NODE606	4.921e-08	2.149e-07	8.791e-09	1.00
GCA_006376435.1_ASM637643v1_genomic	3.616e-06	4.299e-07	8.791e-09	1.00
NODE608	1.292e-07	6.447e-07	8.791e-09	1.00
GCA_006376415.1_ASM637641v1_genomic	3.408e-06	8.601e-07	8.791e-09	1.00
NODE609	2.076e-07	1.505e-06	8.791e-09	1.00
GCA_001559935.1_ASM155993v1_genomic	3.543e-06	6.023e-06	8.791e-09	1.00
GCA_001613865.1_ASM161386v1_genomic	3.385e-06	2.308e-05	8.791e-09	1.00
NODE614	2.939e-06	6.447e-07	8.791e-09	1.00
GCA_006376495.1_ASM637649v1_genomic	6.277e-07	4.298e-07	8.791e-09	1.00
GCA_006376535.1_ASM637653v1_genomic	6.453e-07	2.149e-07	8.791e-09	1.00
NODE621	2.865e-06	2.149e-07	8.791e-09	1.00
NODE622	4.680e-07	4.298e-07	8.791e-09	1.00
GCA_003074335.1_ASM307433v1_genomic	3.946e-07	8.602e-07	8.791e-09	1.00
GCA_003074355.1_ASM307435v1_genomic	4.034e-07	9.156e-22	8.791e-09	1.00
GCA_003074375.1_ASM307437v1_genomic	2.979e-07	2.149e-07	8.791e-09	1.00
NODE627	8.802e-07	2.149e-07	8.791e-09	1.00
GCA_001261975.1_YPW_8_IHQD_genomic	1.480e-09	9.129e-22	8.791e-09	1.00
GCA_000182705.1_ASM18270v1_genomic	5.166e-10	9.125e-22	8.791e-09	1.00
GCA_000006645.1_ASM664v1_genomic	-1.000e-12	9.110e-22	8.791e-09	1.00
GCA_000970105.1_ASM97010v1_genomic	3.429e-07	9.115e-22	8.791e-09	1.00
GCA_002529545.1_ASM252954v1_genomic	3.604e-07	9.125e-22	8.791e-09	1.00
NODE636	1.885e-06	2.149e-07	8.791e-09	1.00
GCA_009296005.1_ASM929600v1_genomic	2.316e-06	9.209e-22	8.791e-09	1.00
NODE639	1.806e-06	6.447e-07	8.791e-09	1.00
GCA_001188815.1_ASM118881v1_genomic	7.026e-07	2.149e-07	8.791e-09	1.00
GCA_001617785.1_Yersinia_pestis_M-549_genomic	7.202e-07	9.169e-22	8.791e-09	1.00
GCA_006376475.1_ASM637647v1_genomic	6.411e-07	8.596e-07	8.791e-09	1.00
NODE645	6.257e-07	1.075e-06	8.791e-09	1.00
GCA_001188735.1_ASM118873v1_genomic	8.566e-08	2.149e-07	8.791e-09	1.00
GCA_001617805.1_Yersinia_pestis_173_genomic	1.032e-07	9.128e-22	8.791e-09	1.00
NODE648	3.953e-07	6.447e-07	8.791e-09	1.00
GCA_001617725.1_Yersinia_pestis_M-1484_genomic	2.263e-06	6.027e-06	8.791e-09	1.00
NODE650	9.624e-07	2.149e-07	8.791e-09	1.00
GCA_001617715.1_Yersinia_pestis_M-519_genomic	1.081e-06	2.149e-07	8.791e-09	1.00
NODE651	1.283e-06	1.934e-06	8.791e-09	1.00
GCA_003085975.1_ASM308597v1_genomic	2.110e-07	9.131e-22	8.791e-09	1.00
GCA_003086155.1_ASM308615v1_genomic	-1.000e-12	9.141e-22	8.791e-09	1.00
NODE656	5.486e-07	2.149e-07	8.791e-09	1.00
GCA_001617815.1_Yersinia_pestis_M-1453_genomic	7.433e-07	4.299e-07	8.791e-09	1.00
GCA_003085855.1_ASM308585v1_genomic	8.400e-07	2.149e-07	8.791e-09	1.00
GCA_008630395.1_ASM863039v1_genomic	6.818e-07	6.447e-07	8.791e-09	1.00
NODE662	2.654e-07	4.298e-07	8.791e-09	1.00
GCA_008630575.1_ASM863057v1_genomic	4.164e-07	9.163e-22	8.791e-09	1.00
NODE665	1.103e-07	2.149e-07	8.791e-09	1.00
GCA_001613885.1_ASM161388v1_genomic	3.588e-07	1.075e-06	8.791e-09	1.00
GCA_001617705.1_Yersinia_pestis_C-791_genomic	4.731e-07	9.110e-22	8.791e-09	1.00
NODE668	2.673e-07	4.298e-07	8.791e-09	1.00
GCA_008630485.1_ASM863048v1_genomic	2.634e-07	4.298e-07	8.791e-09	1.00
GCA_003086055.1_ASM308605v1_genomic	4.128e-07	2.149e-07	8.791e-09	1.00
NODE672	1.485e-07	2.149e-07	8.791e-09	1.00
GCA_001595585.1_ASM159558v1_genomic	2.204e-07	9.107e-22	8.791e-09	1.00
GCA_003085995.1_ASM308599v1_genomic	2.643e-07	6.447e-07	8.791e-09	1.00
NODE675	2.835e-06	2.149e-07	8.791e-09	1.00
SAMEA5818806	1.206e-06	1.023e-21	8.791e-09	1.00
NODE677	1.973e-07	2.149e-07	8.791e-09	1.00
SAMEA5054092	7.446e-07	6.447e-07	8.791e-09	1.00
SAMEA5054093	8.635e-07	8.599e-07	8.791e-09	1.00
SAMN00715800	1.430e-06	2.149e-07	8.791e-09	1.00
SAMEA3937653	1.008e-06	2.149e-07	8.791e-09	1.00
SAMEA5818811	9.380e-07	1.053e-21	8.791e-09	1.00
NODE688	3.440e-07	6.447e-07	8.791e-09	1.00
SAMEA5818809	5.148e-07	1.020e-21	8.791e-09	1.00
NODE690	5.910e-07	1.719e-06	8.791e-09	1.00
SAMEA5818817	1.128e-06	1.413e-22	8.791e-09	1.00
NODE692	6.004e-07	2.364e-06	8.791e-09	1.00
SAMEA5818815	1.011e-06	9.950e-22	8.791e-09	1.00
NODE694	1.338e-07	6.447e-07	8.791e-09	1.00
SAMEA5818805	9.656e-07	9.939e-22	8.791e-09	1.00
NODE697	2.153e-06	1.098e-05	8.791e-09	1.00
SAMEA5818800	0.000e+00	9.396e-22	8.791e-09	1.00
NODE699	3.988e-08	2.149e-07	8.791e-09	1.00
SAMEA5818799	0.000e+00	9.380e-22	8.791e-09	1.00
SAMEA5818801	0.000e+00	9.391e-22	8.791e-09	1.00
SAMEA5818798	0.000e+00	9.603e-22	8.791e-09	1.00
NODE705	6.861e-07	3.440e-06	8.791e-09	1.00
SAMEA3713715	1.697e-07	2.149e-07	8.791e-09	1.00
NODE707	8.710e-08	4.299e-07	8.791e-09	1.00
SAMEA3713711	8.262e-08	2.149e-07	8.791e-09	1.00
SAMEA3713714	6.504e-08	9.269e-22	8.791e-09	1.00
SAMEA3713712	8.262e-08	2.149e-07	8.791e-09	1.00
SAMEA3713713	8.262e-08	2.149e-07	8.791e-09	1.00
NODE714	1.386e-06	1.504e-06	8.791e-09	1.00
SAMEA5818808	2.149e-07	2.149e-07	8.791e-09	1.00
NODE716	5.857e-07	6.447e-07	8.791e-09	1.00
SAMEA5818803	1.636e-07	9.759e-22	8.791e-09	1.00
NODE718	1.111e-07	2.149e-07	8.791e-09	1.00
SAMEA5818821	2.020e-07	2.149e-07	8.791e-09	1.00
SAMEA5818828	0.000e+00	9.790e-22	8.791e-09	1.00
SAMEA5818826	0.000e+00	9.776e-22	8.791e-09	1.00
SAMEA5818829	0.000e+00	1.322e-22	8.791e-09	1.00
NODE727	1.270e-07	2.149e-07	8.791e-09	1.00
SAMEA5818818	0.000e+00	1.400e-22	8.791e-09	1.00
SAMEA5818822	0.000e+00	1.001e-21	8.791e-09	1.00
NODE730	1.270e-07	2.149e-07	8.791e-09	1.00
SAMEA5818825	0.000e+00	1.001e-21	8.791e-09	1.00
SAMEA5818830	0.000e+00	1.263e-22	8.791e-09	1.00
NODE733	1.255e-07	4.298e-07	8.791e-09	1.00
SAMEA5054089	1.505e-06	1.505e-06	8.791e-09	1.00
SAMEA3937654	1.428e-06	4.298e-07	8.791e-09	1.00
NODE737	1.076e-07	4.298e-07	8.791e-09	1.00
SAMEA5054090	7.752e-07	2.149e-07	8.791e-09	1.00
NODE739	5.703e-07	2.365e-06	8.791e-09	1.00
NODE740	1.872e-06	9.036e-06	8.791e-09	1.00
NODE741	4.083e-06	1.054e-05	8.791e-09	1.00
GCA_000169615.1_ASM16961v1_genomic	4.396e-07	9.121e-22	8.791e-09	1.00
GCA_000013825.1_ASM1382v1_genomic	9.670e-08	9.066e-22	8.791e-09	1.00
GCA_003798225.1_ASM379822v1_genomic	-1.000e-12	9.059e-22	8.791e-09	1.00
NODE746	3.830e-06	1.140e-05	8.791e-09	1.00
GCA_000835005.1_ASM83500v1_genomic	5.256e-07	2.149e-07	8.791e-09	1.00
NODE748	2.354e-07	8.597e-07	8.791e-09	1.00
IP542	-1.000e-12	4.717e-21	8.791e-09	1.00
IP543	8.790e-09	4.727e-21	8.791e-09	1.00
NODE751	3.460e-06	2.364e-06	8.791e-09	1.00
GCA_000323605.1_ASM32360v1_genomic	2.705e-06	9.954e-22	8.791e-09	1.00
GCA_000323965.1_ASM32396v1_genomic	2.494e-06	9.891e-22	8.791e-09	1.00
GCA_000325165.1_ASM32516v1_genomic	2.767e-06	4.298e-07	8.791e-09	1.00
NODE757	1.169e-07	4.298e-07	8.791e-09	1.00
GCA_000323785.1_ASM32378v1_genomic	2.685e-06	1.346e-22	8.791e-09	1.00
NODE761	2.135e-06	2.149e-07	8.791e-09	1.00
GCA_000323745.1_ASM32374v1_genomic	4.267e-07	4.298e-07	8.791e-09	1.00
GCA_000324285.1_ASM32428v1_genomic	3.300e-07	1.376e-22	8.791e-09	1.00
NODE788	2.318e-06	1.289e-06	8.791e-09	1.00
GCA_000022845.1_ASM2284v1_genomic	2.525e-07	2.149e-07	8.791e-09	1.00
GCA_000323285.1_ASM32328v1_genomic	2.525e-07	9.834e-22	8.791e-09	1.00
GCA_000324105.1_ASM32410v1_genomic	3.756e-07	6.447e-07	8.791e-09	1.00
NODE764	1.200e-06	8.596e-07	8.791e-09	1.00
NODE765	1.012e-06	6.447e-07	8.791e-09	1.00
GCA_000323545.1_ASM32354v1_genomic	3.151e-07	9.927e-22	8.791e-09	1.00
GCA_000323885.1_ASM32388v1_genomic	2.536e-07	4.298e-07	8.791e-09	1.00
NODE769	4.646e-07	4.298e-07	8.791e-09	1.00
GCA_000323445.1_ASM32344v1_genomic	1.407e-07	1.357e-22	8.791e-09	1.00
GCA_000323865.1_ASM32386v1_genomic	-1.000e-12	9.806e-22	8.791e-09	1.00
NODE772	1.007e-06	1.075e-06	8.791e-09	1.00
NODE773	2.598e-07	2.149e-07	8.791e-09	1.00
GCA_000324745.1_ASM32474v1_genomic	2.360e-07	2.149e-07	8.791e-09	1.00
NODE775	2.360e-07	2.149e-07	8.791e-09	1.00
GCA_000323685.1_ASM32368v1_genomic	5.275e-08	9.902e-22	8.791e-09	1.00
GCA_000324085.1_ASM32408v1_genomic	-1.000e-12	1.001e-21	8.791e-09	1.00
NODE778	1.705e-07	2.149e-07	8.791e-09	1.00
GCA_000323825.1_ASM32382v1_genomic	-1.000e-12	9.967e-22	8.791e-09	1.00
GCA_000324685.1_ASM32468v1_genomic	8.791e-08	9.952e-22	8.791e-09	1.00
GCA_000324705.1_ASM32470v1_genomic	8.791e-08	1.007e-21	8.791e-09	1.00
GCA_000323805.1_ASM32380v1_genomic	9.670e-08	2.149e-07	8.791e-09	1.00
GCA_000324725.1_ASM32472v1_genomic	2.462e-07	9.894e-22	8.791e-09	1.00
NODE793	6.059e-08	4.298e-07	8.791e-09	1.00
GCA_000022805.1_ASM2280v1_genomic	2.774e-06	9.941e-22	8.791e-09	1.00
NODE795	2.541e-08	2.149e-07	8.791e-09	1.00
NODE796	2.165e-06	1.289e-06	8.791e-09	1.00
GCA_000324785.1_ASM32478v1_genomic	3.463e-07	2.149e-07	8.791e-09	1.00
GCA_000324365.1_ASM32436v1_genomic	3.463e-07	2.149e-07	8.791e-09	1.00
GCA_000324405.1_ASM32440v1_genomic	3.903e-07	6.447e-07	8.791e-09	1.00
GCA_000324765.1_ASM32476v1_genomic	3.287e-07	2.149e-07	8.791e-09	1.00
GCA_000324385.1_ASM32438v1_genomic	3.727e-07	2.149e-07	8.791e-09	1.00
GCA_000325465.1_ASM32546v1_genomic	1.529e-07	2.149e-07	8.791e-09	1.00
GCA_000022825.1_ASM2282v1_genomic	3.727e-07	9.802e-22	8.791e-09	1.00
GCA_000325385.1_ASM32538v1_genomic	3.287e-07	9.892e-22	8.791e-09	1.00
NODE812	7.320e-08	2.149e-07	8.791e-09	1.00
GCA_000324845.1_ASM32484v1_genomic	5.331e-08	2.149e-07	8.791e-09	1.00
GCA_000325365.1_ASM32536v1_genomic	5.331e-08	1.004e-21	8.791e-09	1.00
NODE815	7.848e-07	5.375e-06	8.791e-09	1.00
GCA_000324825.1_ASM32482v1_genomic	1.436e-06	4.298e-07	8.791e-09	1.00
GCA_000323985.1_ASM32398v1_genomic	1.489e-06	6.447e-07	8.791e-09	1.00
NODE819	1.102e-06	2.579e-06	8.791e-09	1.00
GCA_000182505.1_ASM18250v1_genomic	0.000e+00	9.687e-22	8.791e-09	1.00
IP579	-1.000e-12	9.533e-22	8.791e-09	1.00
NODE861	5.369e-07	8.596e-07	8.791e-09	1.00
GCA_900460465.1_57940_B01_genomic	8.378e-07	9.697e-22	8.791e-09	1.00
NODE863	9.960e-07	2.579e-06	8.791e-09	1.00
GCA_000834905.1_ASM83490v1_genomic	-1.000e-12	9.641e-22	8.791e-09	1.00
GCA_003798085.1_ASM379808v1_genomic	-1.000e-12	9.622e-22	8.791e-09	1.00
NODE844	6.506e-07	1.504e-06	8.791e-09	1.00
GCA_000168235.2_ASM16823v2_genomic	1.216e-06	9.638e-22	8.791e-09	1.00
GCA_000169635.1_ASM16963v1_genomic	1.304e-06	9.619e-22	8.791e-09	1.00
NODE848	1.483e-07	6.447e-07	8.791e-09	1.00
GCA_001261985.1_YPW_3_IHQD_genomic	4.615e-07	2.149e-07	8.791e-09	1.00
NODE850	8.916e-08	4.298e-07	8.791e-09	1.00
IP283	9.701e-07	9.654e-22	8.791e-09	1.00
GCA_000324805.2_EV76-CN_genomic	3.723e-07	4.298e-07	8.791e-09	1.00
NODE854	7.827e-08	4.298e-07	8.791e-09	1.00
GCA_000590535.1_EV_NIIEG_genomic	4.259e-07	4.298e-07	8.791e-09	1.00
NODE856	2.268e-07	1.290e-06	8.791e-09	1.00
GCA_000475095.2_YP009_v2_genomic	6.650e-07	3.225e-06	8.791e-09	1.00
GCA_000475115.2_YP113_v2_genomic	6.650e-07	1.075e-06	8.791e-09	1.00
NODE822	1.481e-06	4.300e-06	8.791e-09	1.00
GCA_000325405.1_ASM32540v1_genomic	3.860e-07	4.298e-07	8.791e-09	1.00
GCA_000834235.1_ASM83423v1_genomic	0.000e+00	9.471e-22	8.791e-09	1.00
NODE826	7.568e-08	2.149e-07	8.791e-09	1.00
GCA_000170275.1_ASM17027v1_genomic	2.752e-07	9.524e-22	8.791e-09	1.00
NODE829	1.742e-07	6.447e-07	8.791e-09	1.00
GCA_000325425.1_ASM32542v1_genomic	1.977e-07	9.473e-22	8.791e-09	1.00
NODE831	4.722e-08	2.149e-07	8.791e-09	1.00
GCA_000324645.1_ASM32464v1_genomic	5.379e-08	2.149e-07	8.791e-09	1.00
GCA_000325445.1_ASM32544v1_genomic	1.329e-07	2.149e-07	8.791e-09	1.00
NODE834	1.960e-07	2.149e-07	8.791e-09	1.00
GCA_000325485.1_ASM32548v1_genomic	-1.000e-12	9.490e-22	8.791e-09	1.00
GCA_000324425.1_ASM32442v1_genomic	-1.000e-12	9.510e-22	8.791e-09	1.00
GCA_000324625.1_ASM32462v1_genomic	7.912e-08	9.533e-22	8.791e-09	1.00
GCA_000324865.1_ASM32486v1_genomic	1.758e-08	9.588e-22	8.791e-09	1.00
NODE866	4.873e-07	1.289e-06	8.791e-09	1.00
NODE867	4.699e-07	1.504e-06	8.791e-09	1.00
GCA_000834755.1_ASM83475v1_genomic	4.174e-07	9.635e-22	8.791e-09	1.00
NODE869	1.503e-07	6.447e-07	8.791e-09	1.00
GCA_000268985.1_ASM26898v1_genomic	8.913e-07	4.298e-07	8.791e-09	1.00
GCA_000475155.2_YP24H_v2_genomic	7.858e-07	5.811e-06	8.791e-09	1.00
GCA_000222975.1_ASM22297v1_genomic	2.671e-07	9.581e-22	8.791e-09	1.00
GCA_000268525.1_ASM26852v1_genomic	8.913e-07	2.149e-07	8.791e-09	1.00
GCA_000269005.1_ASM26900v1_genomic	8.913e-07	2.149e-07	8.791e-09	1.00
GCA_000269025.1_ASM26902v1_genomic	8.913e-07	8.596e-07	8.791e-09	1.00
NODE880	4.701e-07	2.149e-07	8.791e-09	1.00
GCA_000181455.2_ASM18145v2_genomic	8.479e-07	2.149e-07	8.791e-09	1.00
NODE882	3.471e-07	4.298e-07	8.791e-09	1.00
GCA_000705315.1_EDB10_058v1_genomic	6.943e-07	2.149e-07	8.791e-09	1.00
GCA_000255735.1_ASM25573v1_genomic	6.855e-07	9.602e-22	8.791e-09	1.00
