#Lower and upper bound delineate the 95% max posterior region
#node	date	numeric date	lower bound	upper bound
GCA_000325245.1_ASM32524v1_genomic	1980-01-01	1980.000000	1980.000000	1980.000000
NODE447	1982-10-07	1982.766416	1983.561800	1996.085222
GCA_000325265.1_ASM32526v1_genomic	1997-01-01	1997.000000	1997.000000	1997.000000
GCA_000325285.1_ASM32528v1_genomic	1997-01-01	1997.000000	1997.000000	1997.000000
NODE450	1620-11-05	1620.844193	1667.499324	1750.261170
NODE451	1984-01-01	1984.000114	1974.396088	1984.000000
GCA_003074315.1_ASM307431v1_genomic	1987-01-01	1987.000000	1987.000000	1987.000000
GCA_009295945.1_ASM929594v1_genomic	1984-01-01	1984.000000	1984.000000	1984.000000
NODE454	1813-02-24	1813.149351	1922.238514	1953.768527
GCA_000325225.1_ASM32522v1_genomic	2002-01-01	2002.000000	2002.000000	2002.000000
NODE456	1891-01-14	1891.037839	1944.780064	1965.960548
NODE457	1977-01-01	1977.000114	1972.617298	1977.000000
GCA_003086015.1_ASM308601v1_genomic	2012-01-01	2012.000000	2012.000000	2012.000000
GCA_009363195.1_ASM936319v1_genomic	1977-01-01	1977.000000	1977.000000	1977.000000
NODE460	1951-08-29	1951.657850	1970.526120	1982.106031
GCA_003074235.1_ASM307423v1_genomic	1988-01-01	1988.000000	1988.000000	1988.000000
NODE462	1983-06-17	1983.460194	1990.902085	2005.602463
GCA_003085915.1_ASM308591v1_genomic	2014-01-01	2014.000000	2014.000000	2014.000000
GCA_003074155.1_ASM307415v1_genomic	2015-01-01	2015.000000	2015.000000	2015.000000
GCA_003074255.1_ASM307425v1_genomic	2012-01-01	2012.000000	2012.000000	2012.000000
GCA_003074195.1_ASM307419v1_genomic	2015-01-01	2015.000000	2015.000000	2015.000000
GCA_003074215.1_ASM307421v1_genomic	2015-01-01	2015.000000	2015.000000	2015.000000
NODE472	0951-10-30	951.828983	978.955964	1063.443365
NODE473	1195-08-04	1195.590183	1619.086569	1645.178624
NODE474	1731-01-21	1731.055815	1774.876212	1831.196535
GCA_000320445.1_ASM32044v1_genomic	2004-01-01	2004.000000	2004.000000	2004.000000
NODE475	1996-01-01	1996.000114	1973.265393	1996.000000
GCA_000323345.1_ASM32334v1_genomic	1996-01-01	1996.000000	1996.000000	1996.000000
GCA_000324125.1_ASM32412v1_genomic	1996-01-01	1996.000000	1996.000000	1996.000000
NODE481	1972-12-03	1972.922714	1955.076158	1989.248371
GCA_000324885.1_ASM32488v1_genomic	1996-01-01	1996.000000	1996.000000	1996.000000
NODE483	1996-01-01	1996.000114	1894.157928	1898.114936
GCA_000324145.1_ASM32414v1_genomic	1998-01-01	1998.000000	1998.000000	1998.000000
GCA_000324905.1_ASM32490v1_genomic	1996-01-01	1996.000000	1996.000000	1996.000000
NODE486	1759-09-07	1759.682423	1888.506071	1915.249656
GCA_000323325.1_ASM32332v1_genomic	1990-01-01	1990.000000	1990.000000	1990.000000
GCA_000323305.1_ASM32330v1_genomic	1968-01-01	1968.000000	1968.000000	1968.000000
NODE490	1793-01-23	1793.062513	1895.272339	1921.980509
GCA_000475135.2_YPS03_v2_genomic	2002-01-01	2002.000000	2002.000000	2002.000000
NODE492	1924-06-23	1924.475818	1933.168617	1939.031513
GCA_000182485.1_ASM18248v1_genomic	1967-01-01	1967.000000	1967.000000	1967.000000
GCA_002005285.1_ASM200528v1_genomic	1950-01-01	1950.000114	1945.119775	1950.000000
NODE495	1294-05-07	1294.346999	1631.783904	1709.868431
NODE496	1745-10-01	1745.749835	1808.980559	1882.807390
NODE497	1960-11-30	1960.914883	1960.996075	1969.856297
GCA_000324505.1_ASM32450v1_genomic	1971-01-01	1971.000000	1971.000000	1971.000000
GCA_000324545.1_ASM32454v1_genomic	1970-01-01	1970.000000	1970.000000	1970.000000
NODE500	1957-01-01	1957.000114	1569.213041	1957.000000
GCA_000324565.1_ASM32456v1_genomic	1957-01-01	1957.000000	1957.000000	1957.000000
GCA_000324585.1_ASM32458v1_genomic	1989-01-01	1989.000000	1989.000000	1989.000000
NODE503	1334-02-26	1334.153557	1665.560857	1747.621902
GCA_000324305.1_ASM32430v1_genomic	1959-01-01	1959.000000	1959.000000	1959.000000
NODE505	1359-07-09	1359.518344	1678.933725	1746.825996
NODE506	1918-05-05	1918.341316	1909.744135	1945.457294
GCA_000323925.1_ASM32392v1_genomic	1996-01-01	1996.000000	1996.000000	1996.000000
GCA_000323905.1_ASM32390v1_genomic	1989-01-01	1989.000000	1989.000000	1989.000000
GCA_000324245.1_ASM32424v1_genomic	1954-01-01	1954.000000	1954.000000	1954.000000
GCA_000324265.1_ASM32426v1_genomic	1957-01-01	1957.000000	1957.000000	1957.000000
NODE513	1372-07-25	1372.562204	1690.999084	1752.236780
GCA_002188835.1_ASM218883v1_genomic	1983-01-01	1983.000000	1983.000000	1983.000000
GCA_000324965.1_ASM32496v1_genomic	1959-01-01	1959.000000	1959.000000	1959.000000
NODE518	1956-01-01	1956.000114	1940.231923	1956.000000
GCA_000323465.1_ASM32346v1_genomic	1956-01-01	1956.000000	1956.000000	1956.000000
GCA_000323585.1_ASM32358v1_genomic	1965-01-01	1965.000000	1965.000000	1965.000000
NODE521	1384-10-11	1384.777017	1700.449313	1771.522189
GCA_001601285.1_ASM160128v1_genomic	1970-01-01	1970.000000	1970.000000	1970.000000
NODE523	1921-12-12	1921.946021	1931.038227	1939.583782
GCA_000834275.1_ASM83427v1_genomic	1940-01-01	1940.000000	1940.000000	1940.000000
GCA_000834885.1_ASM83488v1_genomic	2008-01-01	2008.000000	2008.000000	2008.000000
NODE526	1102-05-20	1102.382048	1433.212857	1522.516757
NODE527	1883-09-12	1883.696661	1882.677462	1937.010099
GCA_003074275.1_ASM307427v1_genomic	1986-01-01	1986.000000	1986.000000	1986.000000
GCA_008630435.1_ASM863043v1_genomic	1996-01-01	1996.000000	1996.000000	1996.000000
GCA_009295985.1_ASM929598v1_genomic	2000-01-01	2000.000000	2000.000000	2000.000000
NODE530	1905-08-12	1905.613279	1956.013435	1971.000000
GCA_006376575.1_ASM637657v1_genomic	1971-01-01	1971.000000	1971.000000	1971.000000
GCA_008630375.1_ASM863037v1_genomic	1982-01-01	1982.000000	1982.000000	1982.000000
NODE536	1145-07-15	1145.535078	1493.792080	1575.819047
NODE537	1636-07-08	1636.517624	1713.732935	1797.000062
NODE538	1952-03-18	1952.210514	1946.282260	1961.936125
GCA_000324025.1_ASM32402v1_genomic	1964-01-01	1964.000000	1964.000000	1964.000000
GCA_000325105.1_ASM32510v1_genomic	1963-01-01	1963.000000	1963.000000	1963.000000
NODE542	1965-12-27	1965.988987	1964.961922	1969.000000
GCA_000325005.1_ASM32500v1_genomic	1969-01-01	1969.000000	1969.000000	1969.000000
GCA_000325125.1_ASM32512v1_genomic	1978-01-01	1978.000000	1978.000000	1978.000000
NODE545	1866-10-02	1866.753296	1943.452156	1944.772406
GCA_000324945.1_ASM32494v1_genomic	1958-01-01	1958.000000	1958.000000	1958.000000
NODE547	1883-06-26	1883.483384	1943.863625	1949.977548
NODE548	1950-05-15	1950.369098	1943.456962	1957.000000
GCA_000324445.1_ASM32444v1_genomic	1970-01-01	1970.000000	1970.000000	1970.000000
GCA_000324485.1_ASM32448v1_genomic	1957-01-01	1957.000000	1957.000000	1957.000000
NODE552	1963-05-15	1963.368892	1964.008971	1969.885162
GCA_000324605.1_ASM32460v1_genomic	1970-01-01	1970.000000	1970.000000	1970.000000
GCA_000325025.1_ASM32502v1_genomic	1970-01-01	1970.000000	1970.000000	1970.000000
NODE555	1918-05-11	1918.358214	1943.698904	1957.790747
GCA_000325085.1_ASM32508v1_genomic	2001-01-01	2001.000000	2001.000000	2001.000000
NODE557	1952-10-04	1952.759354	1937.716946	1942.090110
NODE558	1961-01-01	1961.000114	1947.600915	1961.000000
GCA_000323945.1_ASM32394v1_genomic	2003-01-01	2003.000000	2003.000000	2003.000000
GCA_000324005.1_ASM32400v1_genomic	1961-01-01	1961.000000	1961.000000	1961.000000
NODE561	1963-01-03	1963.006069	1944.462708	1973.507120
GCA_000325065.1_ASM32506v1_genomic	1994-01-01	1994.000000	1994.000000	1994.000000
NODE563	1976-09-23	1976.727079	1983.045562	1990.600805
GCA_000325045.1_ASM32504v1_genomic	1991-01-01	1991.000000	1991.000000	1991.000000
GCA_000325325.1_ASM32532v1_genomic	2006-01-01	2006.000000	2006.000000	2006.000000
GCA_000325345.1_ASM32534v1_genomic	2006-01-01	2006.000000	2006.000000	2006.000000
NODE568	1174-01-10	1174.025701	1519.256753	1620.121239
NODE569	1921-03-30	1921.241970	1871.321442	1947.120650
NODE570	1963-06-03	1963.420561	1961.343286	1982.328934
GCA_000323645.1_ASM32364v1_genomic	1987-01-01	1987.000000	1987.000000	1987.000000
GCA_000324985.1_ASM32498v1_genomic	1987-01-01	1987.000000	1987.000000	1987.000000
NODE573	1961-02-16	1961.127066	1961.364590	1968.178183
GCA_000169655.1_ASM16965v1_genomic	1973-01-01	1973.000000	1973.000000	1973.000000
NODE575	1968-06-18	1968.463107	1967.154994	1972.990299
GCA_000323565.1_ASM32356v1_genomic	1973-01-01	1973.000000	1973.000000	1973.000000
GCA_000323725.1_ASM32372v1_genomic	1973-01-01	1973.000000	1973.000000	1973.000000
NODE578	1285-05-07	1285.347282	1565.663533	1653.248247
NODE579	1343-05-20	1343.382254	1793.764905	1804.597692
GCA_003086095.1_ASM308609v1_genomic	1993-01-01	1993.000000	1993.000000	1993.000000
NODE582	1917-03-28	1917.236580	1915.963190	1955.481339
GCA_001617735.1_Yersinia_pestis_M-1763_genomic	2002-01-01	2002.000000	2002.000000	2002.000000
NODE584	1963-06-23	1963.474833	1947.558484	1967.000000
GCA_001613895.1_ASM161389v1_genomic	1990-01-01	1990.000000	1990.000000	1990.000000
GCA_003074295.1_ASM307429v1_genomic	1967-01-01	1967.000000	1967.000000	1967.000000
NODE587	1370-06-09	1370.436428	1798.249160	1915.788626
NODE588	1449-11-17	1449.879436	1932.367690	1936.682240
GCA_002412305.1_Y.pestis_A-1809_genomic	1980-01-01	1980.000000	1980.000000	1980.000000
NODE590	1696-01-29	1696.079297	313.773837	1982.996256
GCA_003086075.1_ASM308607v1_genomic	1983-01-01	1983.000000	1983.000000	1983.000000
GCA_003086115.1_ASM308611v1_genomic	1988-01-01	1988.000000	1988.000000	1988.000000
NODE593	1976-11-23	1976.894087	1954.992116	1990.720979
GCA_000323245.1_ASM32324v1_genomic	2006-01-01	2006.000000	2006.000000	2006.000000
NODE601	1999-02-01	1999.086379	1999.080155	2005.000000
GCA_000323205.1_ASM32320v1_genomic	2005-01-01	2005.000000	2005.000000	2005.000000
GCA_000323225.1_ASM32322v1_genomic	2005-01-01	2005.000000	2005.000000	2005.000000
NODE594	1999-02-01	1999.086379	2000.540435	2005.000000
GCA_000275685.1_ASM27568v1_genomic	2005-01-01	2005.000000	2005.000000	2005.000000
GCA_004023585.1_ASM402358v1_genomic	2005-01-01	2005.000000	2005.000000	2005.000000
GCA_004023595.1_ASM402359v1_genomic	2005-01-01	2005.000000	2005.000000	2005.000000
NODE604	1363-10-04	1363.758623	1726.406620	1786.307418
NODE605	1440-08-14	1440.616538	1769.035827	1824.284967
NODE618	1947-01-01	1947.000114	1915.209835	1947.000000
IP557	1963-01-01	1963.000000	1963.000000	1963.000000
IP562	1947-01-01	1947.000000	1947.000000	1947.000000
NODE606	1452-10-31	1452.831084	1867.876562	1876.336744
GCA_006376435.1_ASM637643v1_genomic	1959-01-01	1959.000000	1959.000000	1959.000000
NODE608	1484-01-22	1484.059702	1782.550313	1828.151757
GCA_006376415.1_ASM637641v1_genomic	1950-01-01	1950.000000	1950.000000	1950.000000
NODE609	1541-11-19	1541.884035	1865.455370	1874.612718
GCA_001559935.1_ASM155993v1_genomic	1989-01-01	1989.000000	1989.000000	1989.000000
GCA_001613865.1_ASM161386v1_genomic	1971-01-01	1971.000000	1971.000000	1971.000000
NODE614	1938-09-27	1938.738222	1916.984858	1963.498618
GCA_006376495.1_ASM637649v1_genomic	1968-01-01	1968.000000	1968.000000	1968.000000
GCA_006376535.1_ASM637653v1_genomic	1970-01-01	1970.000000	1970.000000	1970.000000
NODE621	1907-02-24	1907.150479	1807.318456	1953.613751
NODE622	1935-06-10	1935.441008	1954.934772	1955.000000
GCA_003074335.1_ASM307433v1_genomic	1966-01-01	1966.000000	1966.000000	1966.000000
GCA_003074355.1_ASM307435v1_genomic	1967-01-01	1967.000000	1967.000000	1967.000000
GCA_003074375.1_ASM307437v1_genomic	1955-01-01	1955.000000	1955.000000	1955.000000
NODE627	1968-01-01	1968.000114	1960.600985	1968.000000
GCA_001261975.1_YPW_8_IHQD_genomic	1968-03-15	1968.203337	1968.000000	2007.182905
GCA_000182705.1_ASM18270v1_genomic	1968-01-20	1968.053058	1968.000000	1994.656561
GCA_000006645.1_ASM664v1_genomic	1968-01-01	1968.000000	1968.000000	1968.000000
GCA_000970105.1_ASM97010v1_genomic	2007-01-01	2007.000000	2007.000000	2007.000000
GCA_002529545.1_ASM252954v1_genomic	2009-01-01	2009.000000	2009.000000	2009.000000
NODE636	1728-02-07	1728.103222	1726.701590	1845.413214
GCA_009296005.1_ASM929600v1_genomic	1953-01-01	1953.000000	1953.000000	1953.000000
NODE639	1918-10-03	1918.754054	1931.125008	1954.002024
GCA_001188815.1_ASM118881v1_genomic	1975-01-01	1975.000000	1975.000000	1975.000000
GCA_001617785.1_Yersinia_pestis_M-549_genomic	1977-01-01	1977.000000	1977.000000	1977.000000
GCA_006376475.1_ASM637647v1_genomic	1968-01-01	1968.000000	1968.000000	1968.000000
NODE645	1968-02-22	1968.143889	1970.763041	1973.106658
GCA_001188735.1_ASM118873v1_genomic	1976-01-01	1976.000114	1972.863671	1976.000000
GCA_001617805.1_Yersinia_pestis_173_genomic	1978-01-01	1978.000000	1978.000000	1978.000000
NODE648	1771-12-12	1771.947820	1921.188145	1943.491130
GCA_001617725.1_Yersinia_pestis_M-1484_genomic	1992-01-01	1992.000000	1992.000000	1992.000000
NODE650	1918-06-04	1918.424448	1948.325724	1955.428129
GCA_001617715.1_Yersinia_pestis_M-519_genomic	1967-01-01	1967.000000	1967.000000	1967.000000
NODE651	1990-01-01	1990.000114	1983.528603	1990.000000
GCA_003085975.1_ASM308597v1_genomic	2014-01-01	2014.000000	2014.000000	2014.000000
GCA_003086155.1_ASM308615v1_genomic	1990-01-01	1990.000000	1990.000000	1990.000000
NODE656	1935-10-17	1935.791969	1948.501465	1954.734639
GCA_001617815.1_Yersinia_pestis_M-1453_genomic	1991-01-01	1991.000000	1991.000000	1991.000000
GCA_003085855.1_ASM308585v1_genomic	2002-01-01	2002.000000	2002.000000	2002.000000
GCA_008630395.1_ASM863039v1_genomic	1984-01-01	1984.000000	1984.000000	1984.000000
NODE662	1952-07-25	1952.564322	1936.022471	1939.177291
GCA_008630575.1_ASM863057v1_genomic	1984-01-01	1984.000000	1984.000000	1984.000000
NODE665	1961-12-27	1961.988277	1941.024015	1971.640087
GCA_001613885.1_ASM161388v1_genomic	1990-01-01	1990.000000	1990.000000	1990.000000
GCA_001617705.1_Yersinia_pestis_C-791_genomic	2003-01-01	2003.000000	2003.000000	2003.000000
NODE668	1972-12-20	1972.969462	1951.471480	1983.372774
GCA_008630485.1_ASM863048v1_genomic	1997-01-01	1997.000000	1997.000000	1997.000000
GCA_003086055.1_ASM308605v1_genomic	2014-01-01	2014.000000	2014.000000	2014.000000
NODE672	1983-11-04	1983.842948	1958.639121	1987.475696
GCA_001595585.1_ASM159558v1_genomic	2009-01-01	2009.000000	2009.000000	2009.000000
GCA_003085995.1_ASM308599v1_genomic	2014-01-01	2014.000000	2014.000000	2014.000000
NODE675	0901-09-26	901.736256	888.782973	904.821727
SAMEA5818806	1300-01-01	1300.000114	1300.000000	1393.211219
NODE677	0932-10-19	932.797386	901.307591	915.003079
SAMEA5054092	1270-01-01	1270.000114	1270.000000	1381.904566
SAMEA5054093	1279-01-01	1279.000114	1279.000000	1382.020434
SAMN00715800	1348-01-01	1348.000114	1348.000000	1349.900000
SAMEA3937653	1300-01-01	1300.000114	1300.000000	1413.120398
SAMEA5818811	1292-01-01	1292.000114	1292.000000	1385.030724
NODE688	1031-11-24	1031.896222	940.888874	1080.678220
SAMEA5818809	1283-01-01	1283.000114	1283.000000	1315.819626
NODE690	1151-10-28	1151.823595	1388.070595	1419.717889
SAMEA5818817	1420-01-01	1420.000114	1420.000000	1434.180423
NODE692	1281-06-04	1281.424538	1369.358540	1376.437630
SAMEA5818815	1475-01-01	1475.000114	1475.000000	1532.349545
NODE694	1315-07-01	1315.497071	1380.128988	1414.952195
SAMEA5818805	1485-01-01	1485.000114	1485.000000	1497.388514
NODE697	1569-10-04	1569.756858	1619.928073	1624.679259
SAMEA5818800	1569-10-04	1569.756858	1621.992903	1635.000000
NODE699	1579-10-10	1579.772713	1624.596989	1630.284346
SAMEA5818799	1579-10-10	1579.772713	1630.266739	1634.918243
SAMEA5818801	1579-10-10	1579.772713	1630.266739	1634.918243
SAMEA5818798	1579-10-10	1579.772713	1630.266739	1634.918243
NODE705	1691-08-12	1691.611537	1680.386251	1710.473386
SAMEA3713715	1720-01-01	1720.000114	1720.223921	1722.000000
NODE707	1710-05-11	1710.358822	1572.799238	1575.776842
SAMEA3713711	1722-01-01	1722.000114	1720.000000	1721.900000
SAMEA3713714	1720-01-01	1720.000114	1720.000000	1721.900000
SAMEA3713712	1722-01-01	1722.000114	1720.000000	1721.900000
SAMEA3713713	1722-01-01	1722.000114	1720.000000	1721.900000
NODE714	1525-07-16	1525.538858	1603.286128	1605.265079
SAMEA5818808	1548-03-24	1548.226017	1609.661481	1632.000000
NODE716	1595-10-31	1595.832598	1433.042315	1436.935453
SAMEA5818803	1618-01-01	1618.000114	1618.000000	1646.500000
NODE718	1609-09-25	1609.733772	1612.350560	1613.564087
SAMEA5818821	1631-01-30	1631.080274	1608.674398	1609.223584
SAMEA5818828	1609-09-25	1609.733772	1609.905952	1610.364606
SAMEA5818826	1609-09-25	1609.733772	1609.905952	1610.364606
SAMEA5818829	1609-09-25	1609.733772	1609.905952	1610.364606
NODE727	1626-06-21	1626.470900	1615.379378	1626.470786
SAMEA5818818	1626-06-21	1626.470900	1616.318287	1635.000000
SAMEA5818822	1626-06-21	1626.470900	1616.318296	1635.000000
NODE730	1626-06-21	1626.470740	1615.379538	1626.470786
SAMEA5818825	1626-06-21	1626.470740	1616.318444	1635.000000
SAMEA5818830	1626-06-21	1626.470740	1616.318427	1635.000000
NODE733	0941-07-17	941.541613	925.681692	931.619798
SAMEA5054089	1300-01-01	1300.000114	1300.000000	1393.701980
SAMEA3937654	1362-01-01	1362.000114	1362.000000	1398.059049
NODE737	0944-12-27	944.987476	936.400828	944.987363
SAMEA5054090	1300-01-01	1300.000114	1305.000000	1400.000000
NODE739	1118-07-18	1118.542730	1040.606665	1186.166454
NODE740	1451-07-23	1451.558545	1710.213981	1739.200650
NODE741	1954-01-01	1954.000114	1951.375600	1954.000000
GCA_000169615.1_ASM16961v1_genomic	2004-01-01	2004.000000	2004.000000	2004.000000
GCA_000013825.1_ASM1382v1_genomic	1965-01-01	1965.000000	1965.000000	1965.000000
GCA_003798225.1_ASM379822v1_genomic	1954-01-01	1954.000000	1954.000000	1954.000000
NODE746	1905-07-31	1905.578790	1945.333784	1950.852051
GCA_000835005.1_ASM83500v1_genomic	1985-01-01	1985.000000	1985.000000	1985.000000
NODE748	1952-01-01	1952.000114	1810.749653	1814.386054
IP542	1952-01-01	1952.000000	1952.000000	1952.000000
IP543	1953-01-01	1953.000000	1953.000000	1953.000000
NODE751	1577-06-11	1577.442991	1723.923901	1755.787051
GCA_000323605.1_ASM32360v1_genomic	1978-01-01	1978.000000	1978.000000	1978.000000
GCA_000323965.1_ASM32396v1_genomic	1954-01-01	1954.000000	1954.000000	1954.000000
GCA_000325165.1_ASM32516v1_genomic	1985-01-01	1985.000000	1985.000000	1985.000000
NODE757	1610-05-13	1610.362451	1685.499371	1691.610118
GCA_000323785.1_ASM32378v1_genomic	1989-01-01	1989.000000	1989.000000	1989.000000
NODE761	1960-09-22	1960.726540	1918.855656	1964.000000
GCA_000323745.1_ASM32374v1_genomic	1975-01-01	1975.000000	1975.000000	1975.000000
GCA_000324285.1_ASM32428v1_genomic	1964-01-01	1964.000000	1964.000000	1964.000000
NODE788	1963-10-14	1963.784873	1936.494594	1975.064613
GCA_000022845.1_ASM2284v1_genomic	1976-01-01	1976.000000	1976.000000	1976.000000
GCA_000323285.1_ASM32328v1_genomic	1976-01-01	1976.000000	1976.000000	1976.000000
GCA_000324105.1_ASM32410v1_genomic	1990-01-01	1990.000000	1990.000000	1990.000000
NODE764	1850-08-30	1850.662717	1780.222496	1894.785985
NODE765	1952-10-20	1952.802991	1948.381602	1962.346468
GCA_000323545.1_ASM32354v1_genomic	1971-01-01	1971.000000	1971.000000	1971.000000
GCA_000323885.1_ASM32388v1_genomic	1964-01-01	1964.000000	1964.000000	1964.000000
NODE769	1988-01-01	1988.000114	-1670057.831018	1988.000000
GCA_000323445.1_ASM32344v1_genomic	2004-01-01	2004.000000	2004.000000	2004.000000
GCA_000323865.1_ASM32386v1_genomic	1988-01-01	1988.000000	1988.000000	1988.000000
NODE772	1941-12-18	1941.964376	1684.656122	1688.394838
NODE773	1972-09-25	1972.734583	1906.230189	1983.607549
GCA_000324745.1_ASM32474v1_genomic	1991-01-01	1991.000000	1991.000000	1991.000000
NODE775	1991-01-01	1991.000114	1958.740020	1990.069369
GCA_000323685.1_ASM32368v1_genomic	1997-01-01	1997.000000	1997.000000	1997.000000
GCA_000324085.1_ASM32408v1_genomic	1991-01-01	1991.000000	1991.000000	1991.000000
NODE778	1954-01-01	1954.000114	1953.263308	1954.000000
GCA_000323825.1_ASM32382v1_genomic	1954-01-01	1954.000000	1954.000000	1954.000000
GCA_000324685.1_ASM32468v1_genomic	1964-01-01	1964.000000	1964.000000	1964.000000
GCA_000324705.1_ASM32470v1_genomic	1964-01-01	1964.000000	1964.000000	1964.000000
GCA_000323805.1_ASM32380v1_genomic	1965-01-01	1965.000000	1965.000000	1965.000000
GCA_000324725.1_ASM32472v1_genomic	1982-01-01	1982.000000	1982.000000	1982.000000
NODE793	1631-04-21	1631.303160	1693.147861	1716.884765
GCA_000022805.1_ASM2280v1_genomic	2006-01-01	2006.000000	2006.000000	2006.000000
NODE795	1641-10-11	1641.776014	1693.444625	1719.187748
NODE796	1944-05-14	1944.366676	1933.621932	1950.174861
GCA_000324785.1_ASM32478v1_genomic	1979-01-01	1979.000000	1979.000000	1979.000000
GCA_000324365.1_ASM32436v1_genomic	1979-01-01	1979.000000	1979.000000	1979.000000
GCA_000324405.1_ASM32440v1_genomic	1984-01-01	1984.000000	1984.000000	1984.000000
GCA_000324765.1_ASM32476v1_genomic	1977-01-01	1977.000000	1977.000000	1977.000000
GCA_000324385.1_ASM32438v1_genomic	1982-01-01	1982.000000	1982.000000	1982.000000
GCA_000325465.1_ASM32546v1_genomic	1957-01-01	1957.000000	1957.000000	1957.000000
GCA_000022825.1_ASM2282v1_genomic	1982-01-01	1982.000000	1982.000000	1982.000000
GCA_000325385.1_ASM32538v1_genomic	1977-01-01	1977.000000	1977.000000	1977.000000
NODE812	1950-07-22	1950.553706	1945.357265	1953.934652
GCA_000324845.1_ASM32484v1_genomic	1954-01-01	1954.000000	1954.000000	1954.000000
GCA_000325365.1_ASM32536v1_genomic	1954-01-01	1954.000000	1954.000000	1954.000000
NODE815	1792-04-24	1792.312082	1686.764286	1690.292211
GCA_000324825.1_ASM32482v1_genomic	1946-01-01	1946.000000	1946.000000	1946.000000
GCA_000323985.1_ASM32398v1_genomic	1952-01-01	1952.000000	1952.000000	1952.000000
NODE819	1908-01-01	1908.000114	1870.017776	1908.000000
GCA_000182505.1_ASM18250v1_genomic	1908-01-01	1908.000114	1898.000000	1950.000000
IP579	1908-01-01	1908.000000	1908.000000	1908.000000
NODE861	1852-04-07	1852.265335	1736.734947	1859.222134
GCA_900460465.1_57940_B01_genomic	1939-01-01	1939.000000	1939.000000	1939.000000
NODE863	1957-01-01	1957.000114	1953.273065	1957.000000
GCA_000834905.1_ASM83490v1_genomic	1957-01-01	1957.000000	1957.000000	1957.000000
GCA_003798085.1_ASM379808v1_genomic	1957-01-01	1957.000000	1957.000000	1957.000000
NODE844	1853-02-14	1853.122376	1744.642985	1842.884412
GCA_000168235.2_ASM16823v2_genomic	1995-01-01	1995.000000	1995.000000	1995.000000
GCA_000169635.1_ASM16963v1_genomic	2005-01-01	2005.000000	2005.000000	2005.000000
NODE848	1876-02-25	1876.152511	1911.042046	1916.980780
GCA_001261985.1_YPW_3_IHQD_genomic	1926-01-01	1926.000114	1926.000000	2015.000000
NODE850	1890-03-20	1890.215558	-9830353.360050	-9821962.220139
IP283	1994-01-01	1994.000000	1994.000000	1994.000000
GCA_000324805.2_EV76-CN_genomic	1926-01-01	1926.000000	1926.000000	1926.000000
NODE854	1895-11-11	1895.862918	1694.709578	1855.324811
GCA_000590535.1_EV_NIIEG_genomic	1941-01-01	1941.000000	1941.000000	1941.000000
NODE856	1925-11-28	1925.909347	1818.727493	1925.999477
GCA_000475095.2_YP009_v2_genomic	1994-01-01	1994.000000	1994.000000	1994.000000
GCA_000475115.2_YP113_v2_genomic	1994-01-01	1994.000000	1994.000000	1994.000000
NODE822	1953-09-11	1953.693609	1914.900025	1964.657190
GCA_000325405.1_ASM32540v1_genomic	1995-01-01	1995.000000	1995.000000	1995.000000
GCA_000834235.1_ASM83423v1_genomic	1953-09-11	1953.693609	1950.000000	2000.000000
NODE826	1963-02-24	1963.149926	1934.146505	1971.643462
GCA_000170275.1_ASM17027v1_genomic	1991-01-01	1991.000000	1991.000000	1991.000000
NODE829	1976-05-16	1976.373929	1981.990120	1984.889505
GCA_000325425.1_ASM32542v1_genomic	2002-01-01	2002.000000	2002.000000	2002.000000
NODE831	1983-10-12	1983.780126	1985.596024	1991.000000
GCA_000324645.1_ASM32464v1_genomic	1991-01-01	1991.000000	1991.000000	1991.000000
GCA_000325445.1_ASM32544v1_genomic	2000-01-01	2000.000000	2000.000000	2000.000000
NODE834	1982-01-01	1982.000114	1978.711362	1982.000000
GCA_000325485.1_ASM32548v1_genomic	1982-01-01	1982.000000	1982.000000	1982.000000
GCA_000324425.1_ASM32442v1_genomic	1982-01-01	1982.000000	1982.000000	1982.000000
GCA_000324625.1_ASM32462v1_genomic	1991-01-01	1991.000000	1991.000000	1991.000000
GCA_000324865.1_ASM32486v1_genomic	1984-01-01	1984.000000	1984.000000	1984.000000
NODE866	1851-06-17	1851.459421	1735.165743	1833.266704
NODE867	1902-06-29	1902.491600	1926.540082	1931.156812
GCA_000834755.1_ASM83475v1_genomic	1939-01-01	1939.000000	1939.000000	1939.000000
NODE869	1919-11-06	1919.846821	-10127594.981976	-9846396.263180
GCA_000268985.1_ASM26898v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
GCA_000475155.2_YP24H_v2_genomic	1998-01-01	1998.000000	1998.000000	1998.000000
GCA_000222975.1_ASM22297v1_genomic	1939-01-01	1939.000000	1939.000000	1939.000000
GCA_000268525.1_ASM26852v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
GCA_000269005.1_ASM26900v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
GCA_000269025.1_ASM26902v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
NODE880	1920-04-03	1920.256016	1765.991469	1863.633409
GCA_000181455.2_ASM18145v2_genomic	1988-01-01	1988.000000	1988.000000	1988.000000
NODE882	1952-07-25	1952.563285	1950.859575	1954.000000
GCA_000705315.1_EDB10_058v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
