Name	UFboot	aLRT	Branch_Length	Branch_Support_Color	coord_x	coord_y	Strain	Date	DateBP	Country	Province	CountryLat	CountryLon	ProvinceLat	ProvinceLon	Biovar	Branch_Major	Branch_Minor	BioSample	Mugration_Branch_Major	Mugration_Branch_Major_Confidence	Mugration_Branch_Minor	Mugration_Branch_Minor_Confidence
NODE258	13.0	0.0	2.3399999999999998e-08	black	4.1387399999999955e-05	123.00390625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.IN	0.999999986888099	1.IN3	0.9999999618401129
NODE259	9.0	0.0	2.3399999999999998e-08	black	4.141079999999996e-05	122.0078125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.IN	0.9999999890596865	1.IN3	0.9999999698420936
NODE260	14.0	0.0	2.3399999999999998e-08	black	4.1434199999999956e-05	121.015625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.IN	0.9999999890624958	1.IN3	0.99999996985314
NODE261	23.0	0.0	2.3399999999999998e-08	black	4.1457599999999954e-05	120.03125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.IN	0.9999999890624993	1.IN3	0.9999999698531551
NODE262	9.0	0.0	2.3399999999999998e-08	black	4.148099999999995e-05	119.0625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.IN	0.9999999890624993	1.IN3	0.9999999698531551
NODE263	14.0	0.0	2.3399999999999998e-08	black	4.1504399999999955e-05	118.125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.IN	0.9999999890624993	1.IN3	0.999999969853155
NODE264	16.0	0.0	2.3399999999999998e-08	black	4.1527799999999945e-05	117.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.IN	0.9999999890625116	1.IN3	0.9999999698531883
NODE265	100.0	78.4	2.344e-07	black	4.176219999999993e-05	116.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.IN	0.9999999890740003	1.IN3	0.9999999698843671
GCA_000324845.1_ASM32484v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.178559999999994e-05	116.0	F1954001	1954	-67	China	Yunnan	35.000074	104.999927	25.0	102.0	Antiqua	1.IN	1.IN3	SAMN02403076	1.IN	1.0	1.IN3	0.9999999999999999
GCA_000325365.1_ASM32536v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.178559999999994e-05	117.0	YN1065	1954	-67	China	Yunnan	35.000074	104.999927	25.0	102.0	Antiqua	1.IN	1.IN3	SAMN02403102	1.IN	1.0	1.IN3	0.9999999999999999
GCA_000324365.1_ASM32436v1_genomic	NA	NA	2.344e-07	grey	4.176219999999993e-05	118.0	CMCC84033	1979	-42	China	Yunnan	35.000074	104.999927	25.0	102.0	Antiqua	1.IN	1.IN3	SAMN02403053	1.IN	0.9999999999999999	1.IN3	0.9999999999999999
GCA_000324785.1_ASM32478v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.1527799999999945e-05	119.0	E1979001	1979	-42	China	Yunnan	35.000074	104.999927	25.0	102.0	Antiqua	1.IN	1.IN3	SAMN02403021	1.IN	1.0	1.IN3	1.0
GCA_000325385.1_ASM32538v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.1504399999999955e-05	120.0	YN1683	1977	-44	China	Yunnan	35.000074	104.999927	25.0	102.0	Antiqua	1.IN	1.IN3	SAMN02403103	1.IN	1.0	1.IN3	0.9999999999999999
GCA_000324765.1_ASM32476v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.148099999999995e-05	121.0	E1977001	1977	-44	China	Yunnan	35.000074	104.999927	25.0	102.0	Antiqua	1.IN	1.IN3	SAMN02403073	1.IN	0.9999999999999999	1.IN3	1.0
GCA_000324405.1_ASM32440v1_genomic	NA	NA	4.689e-07	grey	4.1903099999999955e-05	122.0	CMCC84046	1984	-37	China	Yunnan	35.000074	104.999927	25.0	102.0	Antiqua	1.IN	1.IN3	SAMN02403055	1.IN	0.9999999999999999	1.IN3	1.0
GCA_000324385.1_ASM32438v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.1434199999999956e-05	123.0	CMCC84038	1982	-39	China	Yunnan	35.000074	104.999927	25.0	102.0	Antiqua	1.IN	1.IN3	SAMN02403054	1.IN	1.0	1.IN3	1.0
GCA_000022825.1_ASM2282v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.141079999999996e-05	124.0	D182038	1982	-39	China	Yunnan	35.000074	104.999927	25.0	102.0	Antiqua	1.IN	1.IN3	SAMN02603872	1.IN	0.9999999999999999	1.IN3	0.9999999999999999
GCA_000325465.1_ASM32546v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.1387399999999955e-05	125.0	YN472	1957	-64	China	Yunnan	35.000074	104.999927	25.0	102.0	Antiqua	1.IN	1.IN3	SAMN02403107	1.IN	0.9999999999999999	1.IN3	1.0
GCA_000022805.1_ASM2280v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.0449699999999966e-05	126.0	D106004	2006	-15	China	Yunnan	35.000074	104.999927	25.0	102.0	Antiqua	1.IN	1.IN3	SAMN02603871	1.IN	1.0	1.IN3	0.9999999999999999
NODE277	98.0	93.1	7.033e-07	red	4.089519999999997e-05	129.125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.IN	0.9999999890596704	1.IN2	0.9999978160494326
NODE278	26.0	0.0	2.3399999999999998e-08	black	4.091859999999997e-05	128.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.IN	0.9999999890625081	1.IN2	0.9999999636748906
NODE279	100.0	79.2	2.344e-07	black	4.1152999999999956e-05	127.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.IN	0.9999999890740003	1.IN2	0.9999999668483817
GCA_000323445.1_ASM32344v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.117639999999996e-05	127.0	5	2004	-17	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403006	1.IN	1.0	1.IN2	0.9999999999999999
GCA_000323865.1_ASM32386v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.117639999999996e-05	128.0	CMCC05013	1988	-33	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403028	1.IN	1.0	1.IN2	0.9999999999999999
GCA_000323885.1_ASM32388v1_genomic	NA	NA	2.344e-07	grey	4.1152999999999956e-05	129.0	CMCC10012	1964	-57	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403029	1.IN	1.0	1.IN2	1.0
GCA_000323545.1_ASM32354v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.091859999999997e-05	130.0	710317	1971	-50	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403011	1.IN	1.0	1.IN2	0.9999999999999999
GCA_000323785.1_ASM32378v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.019189999999997e-05	131.0	C1989001	1989	-32	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403024	1.IN	0.9999999999999999	1.IN2	1.0
NODE285	27.0	0.0	2.3399999999999998e-08	black	4.0168499999999966e-05	139.5390625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.IN	0.9999999890509734	1.IN2	0.9999999635997328
NODE286	100.0	93.0	4.689e-07	red	4.063739999999997e-05	137.828125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.IN	0.999999989062487	1.IN2	0.9999999668122133
NODE287	43.0	0.0	2.3399999999999998e-08	black	4.066079999999997e-05	136.65625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.IN	0.9999999890624869	1.IN2	0.9999999668168462
NODE288	15.0	0.0	2.3399999999999998e-08	black	4.068419999999997e-05	135.3125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.IN	0.9999999890509984	1.IN2	0.9999999667808299
NODE289	9.0	0.0	2.3399999999999998e-08	black	4.0707599999999956e-05	134.125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.IN	0.999999989062487	1.IN2	0.9999999668168533
NODE290	100.0	78.3	2.344e-07	black	4.0941999999999955e-05	133.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.IN	0.9999999890625119	1.IN2	0.9999999668169334
NODE291	100.0	79.0	2.344e-07	black	4.117639999999996e-05	132.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.IN	0.9999999890740003	1.IN2	0.9999999668529568
GCA_000323685.1_ASM32368v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.119979999999996e-05	132.0	970754	1997	-24	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403018	1.IN	1.0	1.IN2	1.0
GCA_000324085.1_ASM32408v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.119979999999996e-05	133.0	CMCC27002	1991	-30	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403039	1.IN	1.0	1.IN2	1.0
GCA_000324745.1_ASM32474v1_genomic	NA	NA	2.344e-07	grey	4.117639999999996e-05	134.0	D1991004	1991	-30	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403072	1.IN	1.0	1.IN2	1.0
GCA_000324725.1_ASM32472v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.073099999999996e-05	135.0	D1982001	1982	-39	China	Gansu	35.000074	104.999927	38.0000001	101.9999999	Antiqua	1.IN	1.IN2	SAMN02403071	1.IN	1.0	1.IN2	1.0
NODE296	14.0	0.0	2.3399999999999998e-08	black	4.0707599999999956e-05	136.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.IN	0.9999999890739879	1.IN2	0.9999999668529166
GCA_000324685.1_ASM32468v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.073099999999996e-05	136.0	D1964001	1964	-57	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403069	1.IN	0.9999999999999999	1.IN2	1.0
GCA_000324705.1_ASM32470v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.073099999999996e-05	137.0	D1964002	1964	-57	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403070	1.IN	0.9999999999999999	1.IN2	1.0
GCA_000323825.1_ASM32382v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.068419999999997e-05	138.0	CMCC03001	1954	-67	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403026	1.IN	1.0	1.IN2	1.0
GCA_000323805.1_ASM32380v1_genomic	NA	NA	2.344e-07	grey	4.087179999999997e-05	139.0	CMCC02041	1965	-56	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403025	1.IN	0.9999999999999999	1.IN2	1.0
NODE301	100.0	98.7	1.1722e-06	red	4.1340699999999975e-05	141.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.IN	0.9999999890624993	1.IN2	0.9999999668122536
NODE302	82.0	0.0	2.3399999999999998e-08	black	4.136409999999997e-05	140.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.IN	0.9999999890740005	1.IN2	0.9999999668529499
GCA_000022845.1_ASM2284v1_genomic	NA	NA	2.344e-07	grey	4.159849999999997e-05	140.0	Z176003	1976	-45	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	1.IN	1.IN2	SAMN02603873	1.IN	1.0	1.IN2	1.0
GCA_000323285.1_ASM32328v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.138749999999997e-05	141.0	30017	1976	-45	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	1.IN	1.IN2	SAMN02402998	1.IN	1.0	1.IN2	1.0
GCA_000324105.1_ASM32410v1_genomic	NA	NA	4.689e-07	grey	4.1809599999999966e-05	142.0	CMCC31004	1990	-31	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	1.IN	1.IN2	SAMN02403040	1.IN	0.9999999999999999	1.IN2	1.0
NODE306	100.0	83.6	2.344e-07	red	4.0356099999999984e-05	143.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.IN	0.9999999890739864	1.IN2	0.9999978132746417
GCA_000323745.1_ASM32374v1_genomic	NA	NA	2.344e-07	grey	4.0590499999999983e-05	143.0	C1975003	1975	-46	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403022	1.IN	1.0	1.IN2	1.0
GCA_000324285.1_ASM32428v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.0379499999999975e-05	144.0	CMCC640047	1964	-57	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403049	1.IN	1.0	1.IN2	1.0
GCA_000323605.1_ASM32360v1_genomic	NA	NA	2.3399999999999998e-08	grey	3.9910699999999984e-05	145.0	780441	1978	-43	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN1	SAMN02403014	1.IN	1.0	1.IN1	1.0
GCA_000325165.1_ASM32516v1_genomic	NA	NA	2.344e-07	grey	4.009829999999998e-05	146.0	K21985002	1985	-36	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	1.IN	1.IN1	SAMN02403092	1.IN	1.0	1.IN1	1.0
GCA_000323965.1_ASM32396v1_genomic	NA	NA	2.3399999999999998e-08	grey	3.986389999999998e-05	147.0	CMCC11001	1954	-67	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN1	SAMN02403033	1.IN	1.0	1.IN1	1.0
NODE312	100.0	100.0	7.1954e-06	red	4.4457099999999985e-05	150.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.ANT	0.9992112364604278	1.ANT1	0.9991387119373203
NODE313	100.0	100.0	9.129e-06	red	5.3586099999999985e-05	149.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.ANT	0.9999990590502051	1.ANT1	0.9999988645643932
NODE314	18.0	0.0	2.3399999999999998e-08	black	5.360949999999998e-05	148.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.ANT	0.9999999893528845	1.ANT1	0.999999968162377
GCA_000013825.1_ASM1382v1_genomic	NA	NA	2.3399999999999998e-08	grey	5.363289999999998e-05	148.0	Antiqua	1965	-56	Democratic Republic of the Congo	NA	-2.9814344	23.822263600000007	NA	NA	Antiqua	1.ANT	1.ANT1	SAMN02598369	1.ANT	1.0	1.ANT1	0.9999999999999999
GCA_000169615.1_ASM16961v1_genomic	NA	NA	2.3399999999999998e-08	grey	5.363289999999998e-05	149.0	UG05-0454	2004	-17	Uganda	NA	1.5333553999999998	32.2166578	NA	NA	Antiqua	1.ANT	1.ANT1	SAMN02404404	1.ANT	1.0	1.ANT1	0.9999999999999999
GCA_003798225.1_ASM379822v1_genomic	NA	NA	2.3399999999999998e-08	grey	5.360949999999998e-05	150.0	FDAARGOS_601	1954	-67	Democratic Republic of the Congo	NA	-2.9814344	23.822263600000007	NA	NA	Antiqua	1.ANT	1.ANT1	SAMN10228581	1.ANT	1.0	1.ANT1	0.9999999999999999
NODE318	100.0	100.0	9.5395e-06	red	5.3996599999999984e-05	152.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.ANT	0.9999990590502051	1.ANT1	0.9999988645643932
NODE319	100.0	92.3	7.659e-07	red	5.476249999999998e-05	151.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.ANT	0.9999999893528845	1.ANT1	0.999999968162377
IP542	NA	NA	2.3399999999999998e-08	grey	5.478589999999998e-05	151.0	IP542	1952	-69	Kenya	NA	1.4419683	38.4313975	NA	NA	Antiqua	1.ANT	1.ANT1	IP542	1.ANT	1.0	1.ANT1	0.9999999999999999
IP543	NA	NA	2.3399999999999998e-08	grey	5.478589999999998e-05	152.0	IP543	1953	-68	Democratic Republic of the Congo	NA	-2.9814344	23.822263600000007	NA	NA	Antiqua	1.ANT	1.ANT1	IP543	1.ANT	1.0	1.ANT1	0.9999999999999999
GCA_000835005.1_ASM83500v1_genomic	NA	NA	2.344e-07	grey	5.423099999999998e-05	153.0	Nairobi	1985	-36	Kenya	Nairobi	1.4419683	38.4313975	-1.30316895	36.826061224105075	Antiqua	1.ANT	1.ANT1	SAMN03256395	1.ANT	1.0	1.ANT1	0.9999999999999999
SAMEA5054093	NA	NA	7.233e-07	grey	3.659379999999998e-05	154.0	SLC1006	[1279:1389]	[-742:-632]	France	Occitanie	46.603354	1.8883335	43.64878510000001	2.3435684	Second Pandemic	Second Pandemic	Second Pandemic	SAMEA5054093	Second Pandemic	1.0	Second Pandemic	1.0
SAMEA5054089	NA	NA	1.1978e-06	grey	3.6338299999999984e-05	155.0	Ber37	[1300:1400]	[-721:-621]	The Netherlands	North Brabant	52.5001698	5.7480821	51.6017723	5.444139099999999	Second Pandemic	Second Pandemic	Second Pandemic	SAMEA5054089	Second Pandemic	1.0	Second Pandemic	1.0
NODE325	74.0	0.0	2.3399999999999998e-08	black	3.4929499999999985e-05	156.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Second Pandemic	0.9999999861714506	Second Pandemic	0.9999999600573561
SAMEA3937654	NA	NA	2.3399999999999998e-08	grey	3.495289999999997e-05	156.0	BolgarCity2370	[1362:1400]	[-659:-621]	Russia	Tatarstan	64.6863136	97.7453061	55.44821700000001	50.4763591	Second Pandemic	Second Pandemic	Second Pandemic	SAMEA3937654	Second Pandemic	1.0	Second Pandemic	1.0
SAMEA5054090	NA	NA	4.689e-07	grey	3.5398399999999976e-05	157.0	Ber45	[1300:1400]	[-721:-621]	The Netherlands	North Brabant	52.5001698	5.7480821	51.6017723	5.444139099999999	Second Pandemic	Second Pandemic	Second Pandemic	SAMEA5054090	Second Pandemic	1.0	Second Pandemic	1.0
SAMEA5054092	NA	NA	7.452e-07	grey	3.518239999999999e-05	158.0	OSL1	[1270:1390]	[-751:-631]	Norway	Oslo	60.5000209	9.0999715	59.9133301	10.7389701	Second Pandemic	Second Pandemic	Second Pandemic	SAMEA5054092	Second Pandemic	1.0	Second Pandemic	1.0
NODE329	14.0	0.0	2.3399999999999998e-08	black	3.443719999999998e-05	181.1087646484375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Second Pandemic	0.9999999851559265	Second Pandemic	0.999999959001478
NODE330	100.0	85.8	2.344e-07	red	3.467159999999998e-05	179.717529296875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Second Pandemic	0.9999999861561661	Second Pandemic	0.9999999600123329
NODE331	100.0	74.8	4.717e-07	black	3.514329999999998e-05	178.43505859375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Second Pandemic	0.9999999861572988	Second Pandemic	0.9999999600135542
NODE332	100.0	99.3	3.1838999999999997e-06	red	3.832719999999998e-05	176.8701171875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Second Pandemic	0.9999999861573	Second Pandemic	0.9999999600135555
NODE333	100.0	83.2	5.629e-07	red	3.889009999999998e-05	174.740234375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Second Pandemic	0.999999986157283	Second Pandemic	0.9999999600135023
NODE334	76.0	0.0	2.3399999999999998e-08	black	3.891349999999998e-05	171.48046875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Second Pandemic	0.9999999861420062	Second Pandemic	0.9999999599676516
NODE335	100.0	92.3	1.2679e-06	red	4.018139999999998e-05	166.95703125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Second Pandemic	0.9999999861572831	Second Pandemic	0.9999999600135023
NODE336	100.0	85.3	6.126e-07	red	4.079399999999998e-05	165.9140625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Second Pandemic	0.9999999861573001	Second Pandemic	0.9999999600135556
NODE337	99.0	77.0	2.344e-07	black	4.102839999999998e-05	164.828125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Second Pandemic	0.9999999861573	Second Pandemic	0.9999999600135555
NODE338	57.0	0.0	2.3399999999999998e-08	black	4.105179999999998e-05	163.65625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Second Pandemic	0.9999999861572831	Second Pandemic	0.9999999600135023
NODE339	47.0	0.0	2.3399999999999998e-08	black	4.1075199999999976e-05	162.3125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Second Pandemic	0.9999999861420233	Second Pandemic	0.9999999599677051
NODE340	43.0	71.5	2.3399999999999998e-08	black	4.109859999999997e-05	161.125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Second Pandemic	0.999999986157283	Second Pandemic	0.9999999600135026
NODE341	32.0	0.0	2.3399999999999998e-08	black	4.112199999999997e-05	160.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Second Pandemic	0.9999999861573172	Second Pandemic	0.9999999600136088
NODE342	57.0	0.0	2.3399999999999998e-08	black	4.114539999999997e-05	159.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Second Pandemic	0.9999999861725769	Second Pandemic	0.9999999600594063
SAMEA5818822	NA	NA	2.61e-07	grey	4.140639999999997e-05	159.0	STN008	[1485:1635]	[-536:-386]	Switzerland	Nidwalden	46.7985624	8.231973599999998	46.942756	8.4119773	Second Pandemic	Second Pandemic	Second Pandemic	SAMEA5818822	Second Pandemic	1.0	Second Pandemic	1.0
SAMEA5818828	NA	NA	1.8480000000000001e-07	grey	4.133019999999997e-05	160.0	STN019	[1485:1635]	[-536:-386]	Switzerland	Nidwalden	46.7985624	8.231973599999998	46.942756	8.4119773	Second Pandemic	Second Pandemic	Second Pandemic	SAMEA5818828	Second Pandemic	1.0	Second Pandemic	1.0
SAMEA5818818	NA	NA	2.3399999999999998e-08	grey	4.114539999999997e-05	161.0	STN002	[1485:1635]	[-536:-386]	Switzerland	Nidwalden	46.7985624	8.231973599999998	46.942756	8.4119773	Second Pandemic	Second Pandemic	Second Pandemic	SAMEA5818818	Second Pandemic	1.0	Second Pandemic	1.0
SAMEA5818821	NA	NA	2.344e-07	grey	4.133299999999997e-05	162.0	STN007	[1485:1635]	[-536:-386]	Switzerland	Nidwalden	46.7985624	8.231973599999998	46.942756	8.4119773	Second Pandemic	Second Pandemic	Second Pandemic	SAMEA5818821	Second Pandemic	1.0	Second Pandemic	1.0
NODE347	100.0	77.2	2.344e-07	black	4.1309599999999975e-05	163.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Second Pandemic	0.9999999861725599	Second Pandemic	0.9999999600593529
SAMEA5818825	NA	NA	2.3399999999999998e-08	grey	4.133299999999997e-05	163.0	STN013	[1485:1635]	[-536:-386]	Switzerland	Nidwalden	46.7985624	8.231973599999998	46.942756	8.4119773	Second Pandemic	Second Pandemic	Second Pandemic	SAMEA5818825	Second Pandemic	0.9999999999999999	Second Pandemic	1.0
SAMEA5818830	NA	NA	2.3399999999999998e-08	grey	4.133299999999997e-05	164.0	STN021	[1485:1635]	[-536:-386]	Switzerland	Nidwalden	46.7985624	8.231973599999998	46.942756	8.4119773	Second Pandemic	Second Pandemic	Second Pandemic	SAMEA5818830	Second Pandemic	0.9999999999999999	Second Pandemic	1.0
SAMEA5818829	NA	NA	2.3399999999999998e-08	grey	4.1075199999999976e-05	165.0	STN020	[1485:1635]	[-536:-386]	Switzerland	Nidwalden	46.7985624	8.231973599999998	46.942756	8.4119773	Second Pandemic	Second Pandemic	Second Pandemic	SAMEA5818829	Second Pandemic	1.0	Second Pandemic	1.0
SAMEA5818826	NA	NA	2.3399999999999998e-08	grey	4.105179999999998e-05	166.0	STN014	[1485:1635]	[-536:-386]	Switzerland	Nidwalden	46.7985624	8.231973599999998	46.942756	8.4119773	Second Pandemic	Second Pandemic	Second Pandemic	SAMEA5818826	Second Pandemic	1.0	Second Pandemic	0.9999999999999999
SAMEA5818803	NA	NA	2.3399999999999998e-08	grey	4.081739999999998e-05	167.0	BRA001	[1618:1648]	[-403:-373]	Germany	Brandenburg	51.0834196	10.4234469	52.84554920000001	13.2461296	Second Pandemic	Second Pandemic	Second Pandemic	SAMEA5818803	Second Pandemic	1.0	Second Pandemic	0.9999999999999999
SAMEA5818808	NA	NA	2.3399999999999998e-08	grey	4.0204799999999985e-05	168.0	LBG002	[1455:1632]	[-566:-389]	Germany	Bavaria	51.0834196	10.4234469	48.9467562	11.4038717	Second Pandemic	Second Pandemic	Second Pandemic	SAMEA5818808	Second Pandemic	1.0	Second Pandemic	1.0
NODE354	100.0	100.0	7.5463999999999994e-06	red	4.645989999999998e-05	176.00390625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Second Pandemic	0.9999999861572831	Second Pandemic	0.9999999600135023
NODE355	37.0	0.0	2.3399999999999998e-08	black	4.648329999999998e-05	175.0078125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Second Pandemic	0.9999999861573001	Second Pandemic	0.9999999600135556
NODE356	30.0	0.0	2.3399999999999998e-08	black	4.650669999999997e-05	174.015625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Second Pandemic	0.9999999861573002	Second Pandemic	0.9999999600135557
NODE357	22.0	0.0	2.3399999999999998e-08	black	4.653009999999997e-05	173.03125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Second Pandemic	0.9999999861573001	Second Pandemic	0.9999999600135556
NODE358	100.0	99.7	1.8755e-06	red	4.840559999999997e-05	172.0625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Second Pandemic	0.9999999861573001	Second Pandemic	0.9999999600135557
NODE359	100.0	85.6	4.689e-07	red	4.887449999999997e-05	171.125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Second Pandemic	0.9999999861573001	Second Pandemic	0.9999999600135557
NODE360	74.0	0.0	2.3399999999999998e-08	black	4.889789999999997e-05	170.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Second Pandemic	0.9999999861573171	Second Pandemic	0.999999960013609
NODE361	75.0	0.0	2.3399999999999998e-08	black	4.8921299999999955e-05	169.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Second Pandemic	0.9999999861725769	Second Pandemic	0.9999999600594063
SAMEA3713711	NA	NA	2.8079999999999997e-07	grey	4.920209999999996e-05	169.0	OBS107	[1720:1722]	[-301:-299]	France	Provence-Alpes-Côte d'Azur	46.603354	1.8883335	44.0580563	6.0638505999999985	Second Pandemic	Second Pandemic	Second Pandemic	SAMEA3713711	Second Pandemic	1.0	Second Pandemic	1.0
